date,rank,movieCd,movieNm,openDt,audiCnt,audiAcc,salesAmt,salesAcc,scrnCnt,showCnt
2025-11-29,8,20233259,정보원,2025-12-03,3275,5873,40076050,67821050,35,35
2025-11-29,9,20242374,한란,2025-11-26,2633,12755,23042650,99590950,228,277
2025-11-29,10,20125316,석류의 빛깔 ,2025-11-26,1914,8571,23958200,85578100,59,66
2025-11-30,1,20252432,주토피아 2,2025-11-26,664337,2106866,6508786460,20153352710,2369,10422
2025-11-30,2,20255381,위키드: 포 굿,2025-11-19,48017,781928,493145190,8055284900,967,1945
2025-11-30,3,20258383,나우 유 씨 미 3,2025-11-12,44450,1252092,424554150,11862578410,805,1852
2025-11-30,4,20256757,극장판 체인소 맨: 레제편,2025-09-24,12507,3349683,124784300,35226317690,429,564
2025-11-30,5,20257161,국보,2025-11-19,9329,115326,90041680,1085554990,315,398
2025-11-30,6,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,5370,5662697,56062940,61036653920,117,126
2025-11-30,7,20247429,세계의 주인,2025-10-22,3856,153364,37827350,1484771910,114,166
2025-11-30,8,20233259,정보원,2025-12-03,3368,9241,41025300,108846350,36,36
2025-11-30,9,20242374,한란,2025-11-26,2570,15325,23016160,122607110,229,276
2025-11-30,10,20243405,나혼자 프린스,2025-11-19,1585,52636,16309500,475088310,188,237
2025-12-01,1,20252432,주토피아 2,2025-11-26,152584,2259450,1464831980,21618184690,1872,7839
2025-12-01,2,20258383,나우 유 씨 미 3,2025-11-12,16221,1268313,149432070,12012010480,721,1857
2025-12-01,3,20255381,위키드: 포 굿,2025-11-19,11878,793806,116259930,8171544830,815,1741
2025-12-01,4,20256757,극장판 체인소 맨: 레제편,2025-09-24,5423,3355106,54198050,35280515740,454,646
2025-12-01,5,20257161,국보,2025-11-19,5250,120576,47791820,1133346810,374,531
2025-12-01,6,20247429,세계의 주인,2025-10-22,1734,155098,16048500,1500820410,114,192
2025-12-01,7,20242374,한란,2025-11-26,1278,16603,10612300,133219410,213,266
2025-12-01,8,20259618,콘크리트 마켓,2025-12-03,1233,1616,9399000,12463000,4,7
2025-12-01,9,20125316,석류의 빛깔 ,2025-11-26,930,11045,8837600,111506100,50,65
2025-12-01,10,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,924,5663621,8926700,61045580620,81,91
2025-12-02,1,20252432,주토피아 2,2025-11-26,141447,2400897,1338676570,22956861260,1919,7842
2025-12-02,2,20258383,나우 유 씨 미 3,2025-11-12,14702,1283015,132195700,12144206180,728,1798
2025-12-02,3,20255381,위키드: 포 굿,2025-11-19,11803,805609,115043700,8286588530,826,1708
2025-12-02,4,20256757,극장판 체인소 맨: 레제편,2025-09-24,5247,3360353,52289750,35332805490,450,631
2025-12-02,5,20257161,국보,2025-11-19,5142,125718,46754660,1180101470,373,526
2025-12-02,6,20247429,세계의 주인,2025-10-22,1850,156948,16807760,1517628170,126,201
2025-12-02,7,20242374,한란,2025-11-26,1702,18305,12720200,145939610,226,288
2025-12-02,8,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,1286,2945,15773800,35871940,26,26
2025-12-02,9,20125316,석류의 빛깔 ,2025-11-26,937,11982,8596600,120102700,54,69
2025-12-02,10,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,909,5664530,8775750,61054356370,80,90
2025-12-03,1,20252432,주토피아 2,2025-11-26,149236,2550133,1406321030,24363182290,1626,6352
2025-12-03,2,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,52366,55311,528175730,564047670,733,1970
2025-12-03,3,20249326,윗집 사람들,2025-12-03,25425,34505,227143070,323591510,752,1765
2025-12-03,4,20233259,정보원,2025-12-03,20726,29967,181033500,289879850,766,1567
2025-12-03,5,20253906,프레디의 피자가게 2,2025-12-03,13096,13238,126838010,128116010,571,1288
2025-12-03,6,20255381,위키드: 포 굿,2025-11-19,7835,813444,77788870,8364377400,547,775
2025-12-03,7,20258383,나우 유 씨 미 3,2025-11-12,7360,1290375,67344770,12211550950,494,718
2025-12-03,8,20256757,극장판 체인소 맨: 레제편,2025-09-24,6192,3366545,62258890,35395064380,215,234
2025-12-03,9,20020234,반지의 제왕 : 두 개의 탑,2002-12-19,4360,42495,64339930,529080900,12,46
2025-12-03,10,20259618,콘크리트 마켓,2025-12-03,3887,5503,27775600,40238600,188,344
2025-12-04,1,20252432,주토피아 2,2025-11-26,128427,2678560,1207486370,25570668660,1675,6399
2025-12-04,2,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,22473,77784,224413160,788460830,733,1830
2025-12-04,3,20249326,윗집 사람들,2025-12-03,21533,56038,194658610,518250120,753,1749
2025-12-04,4,20233259,정보원,2025-12-03,17561,47528,153184560,443064410,741,1508
2025-12-04,5,20255381,위키드: 포 굿,2025-11-19,8210,821654,80151630,8444529030,543,785
2025-12-04,6,20258383,나우 유 씨 미 3,2025-11-12,7998,1298373,71962600,12283513550,509,742
2025-12-04,7,20253906,프레디의 피자가게 2,2025-12-03,7409,20647,72398550,200514560,542,1076
2025-12-04,8,20256757,극장판 체인소 맨: 레제편,2025-09-24,3178,3369723,32045420,35427109800,212,237
2025-12-04,9,20257161,국보,2025-11-19,2758,131472,25981700,1234057970,228,247
2025-12-04,10,20259618,콘크리트 마켓,2025-12-03,2388,7891,16842100,57080700,172,319
2025-12-05,1,20252432,주토피아 2,2025-11-26,189916,2868476,1868754350,27439423010,1771,7335
2025-12-05,2,20249326,윗집 사람들,2025-12-03,28539,84577,268576600,786826720,762,1777
2025-12-05,3,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,25747,103531,269690490,1058151320,728,1869
2025-12-05,4,20233259,정보원,2025-12-03,17237,64765,156158960,599223370,746,1555
2025-12-05,5,20253906,프레디의 피자가게 2,2025-12-03,12096,32743,123358300,323872860,566,1122
2025-12-05,6,20255381,위키드: 포 굿,2025-11-19,9518,831172,96049670,8540578700,524,762
2025-12-05,7,20258383,나우 유 씨 미 3,2025-11-12,7281,1305654,69884900,12353398450,494,726
2025-12-05,8,20257161,국보,2025-11-19,3390,134862,34165300,1268223270,246,261
2025-12-05,9,20256757,극장판 체인소 맨: 레제편,2025-09-24,3068,3372791,32725420,35459835220,214,241
2025-12-05,10,20259618,콘크리트 마켓,2025-12-03,2581,10472,18716100,75796800,167,306
2025-12-06,1,20252432,주토피아 2,2025-11-26,563535,3432011,5529134680,32968557690,2282,10308
2025-12-06,2,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,53205,156736,556027790,1614179110,756,1781
2025-12-06,3,20249326,윗집 사람들,2025-12-03,50178,134755,493171810,1279998530,732,1520
2025-12-06,4,20253906,프레디의 피자가게 2,2025-12-03,28847,61590,286855820,610728680,541,900
2025-12-06,5,20255381,위키드: 포 굿,2025-11-19,21419,852591,217697010,8758275710,472,678
2025-12-06,6,20233259,정보원,2025-12-03,19780,84545,187324010,786547380,670,1229
2025-12-06,7,20256757,극장판 체인소 맨: 레제편,2025-09-24,14485,3387276,150783120,35610618340,234,272
2025-12-06,8,20258383,나우 유 씨 미 3,2025-11-12,11481,1317135,115510820,12468909270,405,554
2025-12-06,9,20259618,콘크리트 마켓,2025-12-03,5097,15569,53761300,129558100,208,277
2025-12-06,10,20257161,국보,2025-11-19,4515,139377,45853020,1314076290,171,186
2025-12-07,1,20252432,주토피아 2,2025-11-26,499205,3931216,4857541390,37826099080,2240,9920
2025-12-07,2,20249326,윗집 사람들,2025-12-03,50746,185501,500959900,1780958430,730,1527
2025-12-07,3,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,42744,199480,451306400,2065485510,728,1705
2025-12-07,4,20253906,프레디의 피자가게 2,2025-12-03,24544,86134,241684230,852412910,523,857
2025-12-07,5,20255381,위키드: 포 굿,2025-11-19,18501,871092,185034110,8943309820,458,645
2025-12-07,6,20233259,정보원,2025-12-03,16719,101264,157540630,944088010,651,1164
2025-12-07,7,20258383,나우 유 씨 미 3,2025-11-12,9576,1326711,94955400,12563864670,387,521
2025-12-07,8,20256757,극장판 체인소 맨: 레제편,2025-09-24,6144,3393420,62890520,35673508860,221,251
2025-12-07,9,20257161,국보,2025-11-19,4577,143954,45777560,1359853850,164,178
2025-12-07,10,20259618,콘크리트 마켓,2025-12-03,3470,19039,37594500,167152600,191,253
2025-12-08,1,20252432,주토피아 2,2025-11-26,96969,4028185,918744700,38744843780,1699,6705
2025-12-08,2,20249326,윗집 사람들,2025-12-03,20548,206049,192842250,1973800680,681,1745
2025-12-08,3,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,10661,210141,108400700,2173886210,644,1510
2025-12-08,4,20233259,정보원,2025-12-03,7046,108310,61518500,1005606510,627,1195
2025-12-08,5,20255381,위키드: 포 굿,2025-11-19,6131,877223,57957700,9001267520,485,692
2025-12-08,6,20253906,프레디의 피자가게 2,2025-12-03,5633,91767,55570900,907983810,481,792
2025-12-08,7,20258383,나우 유 씨 미 3,2025-11-12,4224,1330935,39095800,12602960470,417,585
2025-12-08,8,20257161,국보,2025-11-19,2763,146717,26153400,1386007250,234,262
2025-12-08,9,20256757,극장판 체인소 맨: 레제편,2025-09-24,2601,3396021,26231680,35699740540,207,241
2025-12-08,10,20247429,세계의 주인,2025-10-22,1269,166061,11187470,1605859740,109,135
2025-12-09,1,20252432,주토피아 2,2025-11-26,96276,4124461,903016940,39647860720,1709,6645
2025-12-09,2,20249326,윗집 사람들,2025-12-03,20555,226604,191527950,2165328630,717,1793
2025-12-09,3,20233259,정보원,2025-12-03,9874,118184,85444000,1091050510,651,1206
2025-12-09,4,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,9635,219776,96606760,2270492970,657,1486
2025-12-09,5,20253906,프레디의 피자가게 2,2025-12-03,6368,98135,61731600,969715410,483,792
2025-12-09,6,20255381,위키드: 포 굿,2025-11-19,5525,882748,53048380,9054315900,462,659
2025-12-09,7,20258383,나우 유 씨 미 3,2025-11-12,5106,1336041,45248300,12648208770,411,567
2025-12-09,8,20257161,국보,2025-11-19,3623,150340,32962400,1418969650,245,268
2025-12-09,9,20256757,극장판 체인소 맨: 레제편,2025-09-24,2770,3398791,27491880,35727232420,216,250
2025-12-09,10,20259618,콘크리트 마켓,2025-12-03,2008,21784,13554800,187041800,169,238
2025-12-10,1,20252432,주토피아 2,2025-11-26,131348,4255809,1245770740,40893631460,1748,6888
2025-12-10,2,20249326,윗집 사람들,2025-12-03,20869,247473,194315070,2359643700,688,1840
2025-12-10,3,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,11782,231558,114068290,2384561260,629,1337
2025-12-10,4,20253906,프레디의 피자가게 2,2025-12-03,7665,105800,73938600,1043654010,383,562
2025-12-10,5,20233259,정보원,2025-12-03,7480,125664,68542500,1159593010,495,747
2025-12-10,6,20256025,더 러닝 맨,2025-12-10,7260,8463,69483860,81614860,557,1224
2025-12-10,7,20255381,위키드: 포 굿,2025-11-19,5710,888458,51573440,9105889340,367,494
2025-12-10,8,20258383,나우 유 씨 미 3,2025-11-12,5428,1341469,48424500,12696633270,308,380
2025-12-10,9,20242541,룩백,2024-09-05,4093,313985,39938860,3017664474,43,74
2025-12-10,10,20254054,여행과 나날,2025-12-10,3786,5525,34455600,54170100,136,163
2025-12-11,1,20252432,주토피아 2,2025-11-26,108697,4364506,1036476210,41930107670,1691,6686
2025-12-11,2,20249326,윗집 사람들,2025-12-03,21230,268703,198925560,2558569260,709,1836
2025-12-11,3,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,9226,240784,88672270,2473233530,599,1223
2025-12-11,4,20233259,정보원,2025-12-03,6659,132323,60227700,1219820710,470,640
2025-12-11,5,20253906,프레디의 피자가게 2,2025-12-03,6574,112374,63617000,1107271010,396,560
2025-12-11,6,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,6510,7565,49708500,58673500,439,631
2025-12-11,7,20255381,위키드: 포 굿,2025-11-19,5759,894217,53945400,9159834740,359,470
2025-12-11,8,20256025,더 러닝 맨,2025-12-10,5590,14053,52789180,134404040,547,1064
2025-12-11,9,20258383,나우 유 씨 미 3,2025-11-12,3659,1345128,33205450,12729838720,281,346
2025-12-11,10,20257161,국보,2025-11-19,3150,156820,28542200,1477620550,194,213
2025-12-12,1,20252432,주토피아 2,2025-11-26,180122,4544628,1782957350,43713065020,1800,7357
2025-12-12,2,20249326,윗집 사람들,2025-12-03,28952,297655,283096270,2841665530,737,1999
2025-12-12,3,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,14080,254864,142460500,2615694030,622,1306
2025-12-12,4,20253906,프레디의 피자가게 2,2025-12-03,11451,123825,115425500,1222696510,430,647
2025-12-12,5,20255381,위키드: 포 굿,2025-11-19,8616,902833,83578140,9243412880,378,509
2025-12-12,6,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,5870,13435,45741650,104415150,465,637
2025-12-12,7,20233259,정보원,2025-12-03,5800,138123,49420720,1269241430,441,607
2025-12-12,8,20256025,더 러닝 맨,2025-12-10,5242,19295,51151770,185555810,536,1015
2025-12-12,9,20258383,나우 유 씨 미 3,2025-11-12,4436,1349564,41508600,12771347320,291,343
2025-12-12,10,20250024,블루 아카이브 : 디 오케스트라 인 시네마,2025-12-12,3774,3924,75399000,76499000,47,62
2025-12-13,1,20252432,주토피아 2,2025-11-26,427384,4972012,4212118870,47925183890,2114,9545
2025-12-13,2,20249326,윗집 사람들,2025-12-03,57753,355408,574004200,3415669730,768,2018
2025-12-13,3,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,32811,46246,292888040,397303190,660,1368
2025-12-13,4,20253906,프레디의 피자가게 2,2025-12-03,28416,152241,282477750,1505174260,463,765
2025-12-13,5,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,24141,279005,242000450,2857694480,635,1194
2025-12-13,6,20255381,위키드: 포 굿,2025-11-19,12899,915732,129961440,9373374320,335,440
2025-12-13,7,20256025,더 러닝 맨,2025-12-10,6490,25785,66269240,251825050,544,785
2025-12-13,8,20254054,여행과 나날,2025-12-10,4671,16605,45803600,161126450,154,185
2025-12-13,9,20256757,극장판 체인소 맨: 레제편,2025-09-24,4347,3409895,46910880,35843508690,180,205
2025-12-13,10,20258383,나우 유 씨 미 3,2025-11-12,4104,1353668,42388000,12813735320,210,234
2025-12-14,1,20252432,주토피아 2,2025-11-26,398897,5370909,3900726940,51825910830,2108,9102
2025-12-14,2,20249326,윗집 사람들,2025-12-03,53649,409057,535872190,3951541920,763,1934
2025-12-14,3,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,35748,81994,322194890,719498080,653,1350
2025-12-14,4,20253906,프레디의 피자가게 2,2025-12-03,26412,178653,261858770,1767033030,472,751
2025-12-14,5,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,21033,300038,211902430,3069596910,628,1141
2025-12-14,6,20255381,위키드: 포 굿,2025-11-19,11490,927222,114333110,9487707430,332,426
2025-12-14,7,20256025,더 러닝 맨,2025-12-10,5213,30998,52703550,304528600,518,725
2025-12-14,8,20257161,국보,2025-11-19,4278,168773,42472900,1594472700,136,149
2025-12-14,9,20233259,정보원,2025-12-03,4146,146321,39129400,1346609400,310,398
2025-12-14,10,20254054,여행과 나날,2025-12-10,4014,20619,39321100,200447550,148,179
2025-12-15,1,20252432,주토피아 2,2025-11-26,81923,5452832,786570990,52612481820,1679,6576
2025-12-15,2,20249326,윗집 사람들,2025-12-03,19175,428232,182337420,4133879340,687,1948
2025-12-15,3,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,6528,306566,62597500,3132194410,541,998
2025-12-15,4,20253906,프레디의 피자가게 2,2025-12-03,6159,184812,57837800,1824870830,389,637
2025-12-15,5,20255381,위키드: 포 굿,2025-11-19,5252,932474,47554640,9535262070,355,461
2025-12-15,6,20233259,정보원,2025-12-03,3333,149654,28342700,1374952100,339,453
2025-12-15,7,20258383,나우 유 씨 미 3,2025-11-12,3161,1360287,28996380,12878658560,249,283
2025-12-15,8,20256025,더 러닝 맨,2025-12-10,3002,34000,27694160,332222760,454,690
2025-12-15,9,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2996,84990,24409620,743907700,355,442
2025-12-15,10,20257161,국보,2025-11-19,2734,171507,24531260,1619003960,186,217
2025-12-16,1,20252432,주토피아 2,2025-11-26,93113,5545945,888508140,53500989960,1735,6653
2025-12-16,2,20249326,윗집 사람들,2025-12-03,17583,445815,166439320,4300318660,713,1964
2025-12-16,3,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,7166,313732,69087600,3201282010,549,1001
2025-12-16,4,20253906,프레디의 피자가게 2,2025-12-03,6541,191353,63094530,1887965360,409,639
2025-12-16,5,20255381,위키드: 포 굿,2025-11-19,4968,937442,47546770,9582808840,361,480
2025-12-16,6,20233259,정보원,2025-12-03,4157,153811,36591400,1411543500,352,438
2025-12-16,7,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,3633,88623,28565300,772473000,365,463
2025-12-16,8,20249255,만약에 우리,2025-12-31,2907,3990,26562000,37673000,19,19
2025-12-16,9,20258383,나우 유 씨 미 3,2025-11-12,2667,1362954,25156230,12903814790,246,291
2025-12-16,10,20254054,여행과 나날,2025-12-10,2508,25326,23192800,243937450,141,181
2025-12-17,1,20256396,아바타: 불과 재,2025-12-17,265031,266411,2950290960,2979384960,2582,8143
2025-12-17,2,20252432,주토피아 2,2025-11-26,85554,5631499,794541870,54295531830,1084,2909
2025-12-17,3,20249326,윗집 사람들,2025-12-03,9154,454969,86976520,4387295180,501,834
2025-12-17,4,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,4044,317776,37667300,3238949310,244,275
2025-12-17,5,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,3303,91926,24589500,797062500,260,277
2025-12-17,6,20242541,룩백,2024-09-05,2518,322586,24237060,3100659814,25,28
2025-12-17,7,20254054,여행과 나날,2025-12-10,2462,27788,21761760,265699210,74,89
2025-12-17,8,20233259,정보원,2025-12-03,2448,156259,19953600,1431497100,56,66
2025-12-17,9,20253906,프레디의 피자가게 2,2025-12-03,2414,193767,23500800,1911466160,121,149
2025-12-17,10,20255381,위키드: 포 굿,2025-11-19,1507,938949,13460700,9596269540,69,73
2025-12-18,1,20256396,아바타: 불과 재,2025-12-17,179034,445445,2048696550,5028081510,2535,7819
2025-12-18,2,20252432,주토피아 2,2025-11-26,82280,5713779,760728140,55056259970,1124,3063
2025-12-18,3,20249326,윗집 사람들,2025-12-03,10016,464985,93956000,4481251180,527,857
2025-12-18,4,20249255,만약에 우리,2025-12-31,3438,7428,30942000,68615000,14,17
2025-12-18,5,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,3224,321000,31429900,3270379210,241,287
2025-12-18,6,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,3034,94960,24456800,821519300,260,270
2025-12-18,7,20233259,정보원,2025-12-03,2723,158982,24853500,1456350600,59,64
2025-12-18,8,20253906,프레디의 피자가게 2,2025-12-03,2511,196278,23416600,1934882760,127,157
2025-12-18,9,20254054,여행과 나날,2025-12-10,2207,29995,19327750,285026960,79,93
2025-12-18,10,20255381,위키드: 포 굿,2025-11-19,1656,940605,15520100,9611789640,71,78
2025-12-19,1,20256396,아바타: 불과 재,2025-12-17,246179,691624,2938863440,7966944950,2514,8034
2025-12-19,2,20252432,주토피아 2,2025-11-26,115388,5829167,1123036410,56179296380,1181,3411
2025-12-19,3,20249326,윗집 사람들,2025-12-03,11902,476887,116608170,4597859350,548,905
2025-12-19,4,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,4206,325206,42725800,3313105010,248,288
2025-12-19,5,20253906,프레디의 피자가게 2,2025-12-03,3598,199876,36071300,1970954060,143,188
2025-12-19,6,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,3366,98326,25636100,847155400,272,290
2025-12-19,7,20255381,위키드: 포 굿,2025-11-19,2547,943152,24845450,9636635090,77,91
2025-12-19,8,20254054,여행과 나날,2025-12-10,1994,31989,18510100,303537060,78,93
2025-12-19,9,20233259,정보원,2025-12-03,1830,160812,18092200,1474442800,61,67
2025-12-19,10,20258383,나우 유 씨 미 3,2025-11-12,1807,1367031,17076800,12940100890,35,39
2025-12-20,1,20256396,아바타: 불과 재,2025-12-17,548560,1240184,6394115180,14361060130,2385,8029
2025-12-20,2,20252432,주토피아 2,2025-11-26,258091,6087258,2507849770,58687146150,1332,4597
2025-12-20,3,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,19257,117583,172142780,1019298180,598,820
2025-12-20,4,20249326,윗집 사람들,2025-12-03,14902,491789,148719760,4746579110,454,677
2025-12-20,5,20253906,프레디의 피자가게 2,2025-12-03,7812,207688,75211380,2046165440,158,203
2025-12-20,6,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,6910,332116,66245120,3379350130,202,233
2025-12-20,7,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,5360,5360,58470630,58470630,76,76
2025-12-20,8,20254054,여행과 나날,2025-12-10,2884,34873,28680200,332217260,76,90
2025-12-20,9,20255381,위키드: 포 굿,2025-11-19,2600,945752,26148100,9662783190,57,69
2025-12-20,10,20257161,국보,2025-11-19,1590,178881,15991140,1689930050,42,44
2025-12-21,1,20256396,아바타: 불과 재,2025-12-17,505234,1745418,5835272470,20196332600,2369,7723
2025-12-21,2,20252432,주토피아 2,2025-11-26,246819,6334077,2385829700,61072975850,1304,4481
2025-12-21,3,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,19227,136810,173624220,1192922400,600,802
2025-12-21,4,20249326,윗집 사람들,2025-12-03,12296,504085,124181830,4870760940,464,656
2025-12-21,5,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,8229,340345,83625590,3462975720,208,242
2025-12-21,6,20253906,프레디의 피자가게 2,2025-12-03,7770,215458,75421580,2121587020,160,209
2025-12-21,7,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,4802,10162,52782400,111253030,68,69
2025-12-21,8,20254054,여행과 나날,2025-12-10,2203,37076,21193150,353410410,76,87
2025-12-21,9,20255381,위키드: 포 굿,2025-11-19,2178,947930,21978400,9684761590,56,64
2025-12-21,10,20257161,국보,2025-11-19,1735,180616,17783970,1707714020,42,43
2025-12-22,1,20256396,아바타: 불과 재,2025-12-17,152241,1897659,1778364190,21974696790,2249,6922
2025-12-22,2,20252432,주토피아 2,2025-11-26,66988,6401065,629559610,61702535460,1163,3729
2025-12-22,3,20249326,윗집 사람들,2025-12-03,7423,511508,71291400,4942052340,506,877
2025-12-22,4,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,2830,343175,27510820,3490486540,237,277
2025-12-22,5,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,2780,139590,21804600,1214727000,256,281
2025-12-22,6,20249255,만약에 우리,2025-12-31,2697,10125,24290000,92905000,12,12
2025-12-22,7,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,2588,2877,23292000,25893000,12,13
2025-12-22,8,20255381,위키드: 포 굿,2025-11-19,2212,950142,19900600,9704662190,88,105
2025-12-22,9,20253906,프레디의 피자가게 2,2025-12-03,2014,217472,19138200,2140725220,159,208
2025-12-22,10,20254054,여행과 나날,2025-12-10,1535,38611,13771100,367181510,70,87
2025-12-23,1,20256396,아바타: 불과 재,2025-12-17,145797,2043456,1693017460,23667714250,2280,6935
2025-12-23,2,20252432,주토피아 2,2025-11-26,66369,6467434,621352310,62323887770,1181,3716
2025-12-23,3,20249326,윗집 사람들,2025-12-03,7687,519195,73589560,5015641900,513,885
2025-12-23,4,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,4109,143699,31727100,1246454100,249,281
2025-12-23,5,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,3128,346303,30349900,3520836440,234,276
2025-12-23,6,20233259,정보원,2025-12-03,2343,164664,19731600,1506350400,50,55
2025-12-23,7,20253906,프레디의 피자가게 2,2025-12-03,2015,219487,19700100,2160425320,165,222
2025-12-23,8,20255381,위키드: 포 굿,2025-11-19,1877,952019,18011400,9722673590,90,106
2025-12-23,9,20256757,극장판 체인소 맨: 레제편,2025-09-24,1644,3424467,16762500,35992555280,55,63
2025-12-23,10,20257161,국보,2025-11-19,1302,182970,12403450,1729988070,48,53
2025-12-24,1,20256396,아바타: 불과 재,2025-12-17,299139,2342595,3376169460,27043883710,2050,6465
2025-12-24,2,20252432,주토피아 2,2025-11-26,131302,6598736,1229918420,63553806190,1265,4336
2025-12-24,3,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,63918,66795,613642160,639535160,755,1855
2025-12-24,4,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,39535,49697,372193470,483446500,747,1652
2025-12-24,5,20249326,윗집 사람들,2025-12-03,5806,525001,54835900,5070477800,194,244
2025-12-24,6,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,4552,148251,33567400,1280021500,256,282
2025-12-24,7,20258621,척의 일생,2025-12-24,3524,5127,32445200,51241700,167,193
2025-12-24,8,20255381,위키드: 포 굿,2025-11-19,2419,954438,22079100,9744752690,47,56
2025-12-24,9,20249255,만약에 우리,2025-12-31,2293,12418,23828900,116733900,30,30
2025-12-24,10,20256757,극장판 체인소 맨: 레제편,2025-09-24,2047,3426514,22714220,36015269500,40,43
2025-12-25,1,20256396,아바타: 불과 재,2025-12-17,640291,2982886,7314982110,34358865820,1998,6384
2025-12-25,2,20252432,주토피아 2,2025-11-26,431302,7030038,4220061110,67773867300,1356,5050
2025-12-25,3,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,115268,182063,1156432890,1795968050,794,1714
2025-12-25,4,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,113600,163297,1080467730,1563914230,735,1774
2025-12-25,5,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,28011,176262,257858860,1537880360,469,595
2025-12-25,6,20249326,윗집 사람들,2025-12-03,6276,531277,63797260,5134275060,156,194
2025-12-25,7,20253906,프레디의 피자가게 2,2025-12-03,4467,224914,43149460,2212546780,67,88
2025-12-25,8,20249255,만약에 우리,2025-12-31,3255,15673,39461300,156195200,24,26
2025-12-25,9,20255381,위키드: 포 굿,2025-11-19,2616,957054,26310100,9771062790,38,44
2025-12-25,10,20258621,척의 일생,2025-12-24,2559,7686,24986050,76227750,143,160
2025-12-26,1,20256396,아바타: 불과 재,2025-12-17,271858,3254744,3220659150,37579524970,2034,6322
2025-12-26,2,20252432,주토피아 2,2025-11-26,108312,7138350,1041885560,68815752860,1235,4139
2025-12-26,3,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,46119,228182,448726140,2244694190,818,1936
2025-12-26,4,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,24797,188094,242437340,1806351570,740,1612
2025-12-26,5,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,5373,181635,47969600,1585849960,349,396
2025-12-26,6,20249326,윗집 사람들,2025-12-03,3389,534666,33898800,5168173860,157,198
2025-12-26,7,20258681,후지모토 타츠키 17-26 파트 1,2025-10-24,2436,14867,24492860,155406940,114,162
2025-12-26,8,20258633,후지모토 타츠키 17-26 파트 2,2025-10-24,2423,14862,24945500,158892240,102,155
